Date and Time (UTC),Receiver,Description,Data,Units
10/20/2019 19:00,VR2Tx-482000,Rotation angle,9,°
10/20/2019 19:00,VR2Tx-482000,Minimum noise,150,mV
10/20/2019 19:00,VR2Tx-482000,Maximum noise,220,mV
10/20/2019 19:00,VR2Tx-482000,Average noise,170,mV
10/20/2019 19:00,VR2Tx-482000,Minimum temperature,20.8,°C
10/20/2019 19:00,VR2Tx-482000,Maximum temperature,20.8,°C
10/20/2019 19:00,VR2Tx-482000,Average temperature,20.8,°C
10/20/2019 20:00,VR2Tx-482000,Tilt angle,2,°
10/20/2019 20:00,VR2Tx-482000,Rotation angle,14,°
10/20/2019 20:00,VR2Tx-482000,Minimum noise,140,mV
10/20/2019 20:00,VR2Tx-482000,Maximum noise,170,mV
10/20/2019 20:00,VR2Tx-482000,Average noise,160,mV
10/20/2019 20:00,VR2Tx-482000,Minimum temperature,20.8,°C
10/20/2019 20:00,VR2Tx-482000,Maximum temperature,20.8,°C
10/20/2019 20:00,VR2Tx-482000,Average temperature,20.8,°C
10/20/2019 21:00,VR2Tx-482000,Tilt angle,1,°
10/20/2019 21:00,VR2Tx-482000,Rotation angle,21,°
10/20/2019 21:00,VR2Tx-482000,Minimum noise,140,mV
10/20/2019 21:00,VR2Tx-482000,Maximum noise,170,mV
10/20/2019 21:00,VR2Tx-482000,Average noise,150,mV
10/20/2019 21:00,VR2Tx-482000,Minimum temperature,20.8,°C
10/20/2019 21:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/20/2019 21:00,VR2Tx-482000,Average temperature,20.8,°C
10/20/2019 22:00,VR2Tx-482000,Tilt angle,2,°
10/20/2019 22:00,VR2Tx-482000,Rotation angle,23,°
10/20/2019 22:00,VR2Tx-482000,Minimum noise,130,mV
10/20/2019 22:00,VR2Tx-482000,Maximum noise,170,mV
10/20/2019 22:00,VR2Tx-482000,Average noise,160,mV
10/20/2019 22:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/20/2019 22:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/20/2019 22:00,VR2Tx-482000,Average temperature,20.9,°C
10/20/2019 23:00,VR2Tx-482000,Tilt angle,2,°
10/20/2019 23:00,VR2Tx-482000,Rotation angle,18,°
10/20/2019 23:00,VR2Tx-482000,Minimum noise,130,mV
10/20/2019 23:00,VR2Tx-482000,Maximum noise,180,mV
10/20/2019 23:00,VR2Tx-482000,Average noise,160,mV
10/20/2019 23:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/20/2019 23:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/20/2019 23:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 0:00,VR2Tx-482000,Memory Capacity,0.0,%
10/21/2019 0:00,VR2Tx-482000,Pings on 69 kHz,0,
10/21/2019 0:00,VR2Tx-482000,Syncs on 69 kHz,0,
10/21/2019 0:00,VR2Tx-482000,Rejects on 69 kHz,0,
10/21/2019 0:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 0:00,VR2Tx-482000,Rotation angle,9,°
10/21/2019 0:00,VR2Tx-482000,Minimum voltage,3.53,V
10/21/2019 0:00,VR2Tx-482000,Minimum noise,110,mV
10/21/2019 0:00,VR2Tx-482000,Maximum voltage,3.54,V
10/21/2019 0:00,VR2Tx-482000,Maximum noise,150,mV
10/21/2019 0:00,VR2Tx-482000,Average voltage,3.53,V
10/21/2019 0:00,VR2Tx-482000,Average noise,140,mV
10/21/2019 0:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 0:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 0:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 1:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 1:00,VR2Tx-482000,Rotation angle,8,°
10/21/2019 1:00,VR2Tx-482000,Minimum noise,140,mV
10/21/2019 1:00,VR2Tx-482000,Maximum noise,190,mV
10/21/2019 1:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 1:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 1:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 1:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 2:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 2:00,VR2Tx-482000,Rotation angle,8,°
10/21/2019 2:00,VR2Tx-482000,Minimum noise,140,mV
10/21/2019 2:00,VR2Tx-482000,Maximum noise,170,mV
10/21/2019 2:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 2:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 2:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 2:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 3:00,VR2Tx-482000,Tilt angle,1,°
10/21/2019 3:00,VR2Tx-482000,Rotation angle,4,°
10/21/2019 3:00,VR2Tx-482000,Minimum noise,140,mV
10/21/2019 3:00,VR2Tx-482000,Maximum noise,180,mV
10/21/2019 3:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 3:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 3:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 3:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 4:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 4:00,VR2Tx-482000,Rotation angle,9,°
10/21/2019 4:00,VR2Tx-482000,Minimum noise,140,mV
10/21/2019 4:00,VR2Tx-482000,Maximum noise,170,mV
10/21/2019 4:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 4:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 4:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 4:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 5:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 5:00,VR2Tx-482000,Rotation angle,4,°
10/21/2019 5:00,VR2Tx-482000,Minimum noise,140,mV
10/21/2019 5:00,VR2Tx-482000,Maximum noise,170,mV
10/21/2019 5:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 5:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 5:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 5:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 6:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 6:00,VR2Tx-482000,Rotation angle,14,°
10/21/2019 6:00,VR2Tx-482000,Minimum noise,120,mV
10/21/2019 6:00,VR2Tx-482000,Maximum noise,170,mV
10/21/2019 6:00,VR2Tx-482000,Average noise,150,mV
10/21/2019 6:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 6:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 6:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 7:00,VR2Tx-482000,Tilt angle,1,°
10/21/2019 7:00,VR2Tx-482000,Rotation angle,21,°
10/21/2019 7:00,VR2Tx-482000,Minimum noise,130,mV
10/21/2019 7:00,VR2Tx-482000,Maximum noise,150,mV
10/21/2019 7:00,VR2Tx-482000,Average noise,140,mV
10/21/2019 7:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 7:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 7:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 8:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 8:00,VR2Tx-482000,Rotation angle,8,°
10/21/2019 8:00,VR2Tx-482000,Minimum noise,130,mV
10/21/2019 8:00,VR2Tx-482000,Maximum noise,180,mV
10/21/2019 8:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 8:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 8:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 8:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 9:00,VR2Tx-482000,Tilt angle,1,°
10/21/2019 9:00,VR2Tx-482000,Rotation angle,17,°
10/21/2019 9:00,VR2Tx-482000,Minimum noise,130,mV
10/21/2019 9:00,VR2Tx-482000,Maximum noise,170,mV
10/21/2019 9:00,VR2Tx-482000,Average noise,150,mV
10/21/2019 9:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 9:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 9:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 10:00,VR2Tx-482000,Tilt angle,1,°
10/21/2019 10:00,VR2Tx-482000,Rotation angle,21,°
10/21/2019 10:00,VR2Tx-482000,Minimum noise,130,mV
10/21/2019 10:00,VR2Tx-482000,Maximum noise,170,mV
10/21/2019 10:00,VR2Tx-482000,Average noise,150,mV
10/21/2019 10:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 10:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 10:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 11:00,VR2Tx-482000,Tilt angle,1,°
10/21/2019 11:00,VR2Tx-482000,Rotation angle,21,°
10/21/2019 11:00,VR2Tx-482000,Minimum noise,130,mV
10/21/2019 11:00,VR2Tx-482000,Maximum noise,180,mV
10/21/2019 11:00,VR2Tx-482000,Average noise,150,mV
10/21/2019 11:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 11:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 11:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 12:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 12:00,VR2Tx-482000,Rotation angle,9,°
10/21/2019 12:00,VR2Tx-482000,Minimum noise,130,mV
10/21/2019 12:00,VR2Tx-482000,Maximum noise,180,mV
10/21/2019 12:00,VR2Tx-482000,Average noise,150,mV
10/21/2019 12:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 12:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 12:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 13:00,VR2Tx-482000,Tilt angle,1,°
10/21/2019 13:00,VR2Tx-482000,Rotation angle,9.9,°
10/21/2019 13:00,VR2Tx-482000,Minimum noise,150,mV
10/21/2019 13:00,VR2Tx-482000,Maximum noise,190,mV
10/21/2019 13:00,VR2Tx-482000,Average noise,170,mV
10/21/2019 13:00,VR2Tx-482000,Minimum temperature,20.8,°C
10/21/2019 13:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 13:00,VR2Tx-482000,Average temperature,20.8,°C
10/21/2019 14:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 14:00,VR2Tx-482000,Rotation angle,9,°
10/21/2019 14:00,VR2Tx-482000,Minimum noise,150,mV
10/21/2019 14:00,VR2Tx-482000,Maximum noise,170,mV
10/21/2019 14:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 14:00,VR2Tx-482000,Minimum temperature,20.8,°C
10/21/2019 14:00,VR2Tx-482000,Maximum temperature,20.8,°C
10/21/2019 14:00,VR2Tx-482000,Average temperature,20.8,°C
10/21/2019 15:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 15:00,VR2Tx-482000,Rotation angle,15,°
10/21/2019 15:00,VR2Tx-482000,Minimum noise,130,mV
10/21/2019 15:00,VR2Tx-482000,Maximum noise,180,mV
10/21/2019 15:00,VR2Tx-482000,Average noise,150,mV
10/21/2019 15:00,VR2Tx-482000,Minimum temperature,20.8,°C
10/21/2019 15:00,VR2Tx-482000,Maximum temperature,20.8,°C
10/21/2019 15:00,VR2Tx-482000,Average temperature,20.8,°C
10/21/2019 16:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 16:00,VR2Tx-482000,Rotation angle,14,°
10/21/2019 16:00,VR2Tx-482000,Minimum noise,130,mV
10/21/2019 16:00,VR2Tx-482000,Maximum noise,160,mV
10/21/2019 16:00,VR2Tx-482000,Average noise,150,mV
10/21/2019 16:00,VR2Tx-482000,Minimum temperature,20.8,°C
10/21/2019 16:00,VR2Tx-482000,Maximum temperature,20.8,°C
10/21/2019 16:00,VR2Tx-482000,Average temperature,20.8,°C
10/21/2019 17:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 17:00,VR2Tx-482000,Rotation angle,9,°
10/21/2019 17:00,VR2Tx-482000,Minimum noise,130,mV
10/21/2019 17:00,VR2Tx-482000,Maximum noise,160,mV
10/21/2019 17:00,VR2Tx-482000,Average noise,150,mV
10/21/2019 17:00,VR2Tx-482000,Minimum temperature,20.8,°C
10/21/2019 17:00,VR2Tx-482000,Maximum temperature,20.9,°C
10/21/2019 17:00,VR2Tx-482000,Average temperature,20.9,°C
10/21/2019 18:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 18:00,VR2Tx-482000,Rotation angle,17,°
10/21/2019 18:00,VR2Tx-482000,Minimum noise,140,mV
10/21/2019 18:00,VR2Tx-482000,Maximum noise,170,mV
10/21/2019 18:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 18:00,VR2Tx-482000,Minimum temperature,20.9,°C
10/21/2019 18:00,VR2Tx-482000,Maximum temperature,21.0,°C
10/21/2019 18:00,VR2Tx-482000,Average temperature,21.0,°C
10/21/2019 19:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 19:00,VR2Tx-482000,Rotation angle,13,°
10/21/2019 19:00,VR2Tx-482000,Minimum noise,150,mV
10/21/2019 19:00,VR2Tx-482000,Maximum noise,180,mV
10/21/2019 19:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 19:00,VR2Tx-482000,Minimum temperature,21.0,°C
10/21/2019 19:00,VR2Tx-482000,Maximum temperature,21.1,°C
10/21/2019 19:00,VR2Tx-482000,Average temperature,21.0,°C
10/21/2019 20:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 20:00,VR2Tx-482000,Rotation angle,19,°
10/21/2019 20:00,VR2Tx-482000,Minimum noise,130,mV
10/21/2019 20:00,VR2Tx-482000,Maximum noise,180,mV
10/21/2019 20:00,VR2Tx-482000,Average noise,150,mV
10/21/2019 20:00,VR2Tx-482000,Minimum temperature,21.1,°C
10/21/2019 20:00,VR2Tx-482000,Maximum temperature,21.2,°C
10/21/2019 20:00,VR2Tx-482000,Average temperature,21.1,°C
10/21/2019 21:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 21:00,VR2Tx-482000,Rotation angle,15,°
10/21/2019 21:00,VR2Tx-482000,Minimum noise,140,mV
10/21/2019 21:00,VR2Tx-482000,Maximum noise,180,mV
10/21/2019 21:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 21:00,VR2Tx-482000,Minimum temperature,21.2,°C
10/21/2019 21:00,VR2Tx-482000,Maximum temperature,21.3,°C
10/21/2019 21:00,VR2Tx-482000,Average temperature,21.3,°C
10/21/2019 22:00,VR2Tx-482000,Tilt angle,2,°
10/21/2019 22:00,VR2Tx-482000,Rotation angle,15,°
10/21/2019 22:00,VR2Tx-482000,Minimum noise,150,mV
10/21/2019 22:00,VR2Tx-482000,Maximum noise,190,mV
10/21/2019 22:00,VR2Tx-482000,Average noise,160,mV
10/21/2019 22:00,VR2Tx-482000,Minimum temperature,21.4,°C
10/21/2019 22:00,VR2Tx-482000,Maximum temperature,21.4,°C
10/21/2019 22:00,VR2Tx-482000,Average temperature,21.4,°C
10/21/2019 23:00,VR2Tx-482000,Tilt angle,1,°
10/21/2019 23:00,VR2Tx-482000,Rotation angle,21,°
10/21/2019 23:00,VR2Tx-482000,Minimum noise,150,mV
10/21/2019 23:00,VR2Tx-482000,Maximum noise,210,mV
10/21/2019 23:00,VR2Tx-482000,Average noise,170,mV
10/21/2019 23:00,VR2Tx-482000,Minimum temperature,21.4,°C
10/21/2019 23:00,VR2Tx-482000,Maximum temperature,21.4,°C
10/21/2019 23:00,VR2Tx-482000,Average temperature,21.4,°C
10/22/2019 0:00,VR2Tx-482000,Memory Capacity,0.0,%
10/22/2019 0:00,VR2Tx-482000,Pings on 69 kHz,0,
10/22/2019 0:00,VR2Tx-482000,Syncs on 69 kHz,0,
10/22/2019 0:00,VR2Tx-482000,Rejects on 69 kHz,0,
10/22/2019 0:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 0:00,VR2Tx-482000,Rotation angle,21,°
10/22/2019 0:00,VR2Tx-482000,Minimum voltage,3.53,V
10/22/2019 0:00,VR2Tx-482000,Minimum noise,150,mV
10/22/2019 0:00,VR2Tx-482000,Maximum voltage,3.54,V
10/22/2019 0:00,VR2Tx-482000,Maximum noise,180,mV
10/22/2019 0:00,VR2Tx-482000,Average voltage,3.53,V
10/22/2019 0:00,VR2Tx-482000,Average noise,170,mV
10/22/2019 0:00,VR2Tx-482000,Minimum temperature,21.4,°C
10/22/2019 0:00,VR2Tx-482000,Maximum temperature,21.4,°C
10/22/2019 0:00,VR2Tx-482000,Average temperature,21.4,°C
10/22/2019 1:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 1:00,VR2Tx-482000,Rotation angle,9.9,°
10/22/2019 1:00,VR2Tx-482000,Minimum noise,140,mV
10/22/2019 1:00,VR2Tx-482000,Maximum noise,190,mV
10/22/2019 1:00,VR2Tx-482000,Average noise,160,mV
10/22/2019 1:00,VR2Tx-482000,Minimum temperature,21.3,°C
10/22/2019 1:00,VR2Tx-482000,Maximum temperature,21.4,°C
10/22/2019 1:00,VR2Tx-482000,Average temperature,21.3,°C
10/22/2019 2:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 2:00,VR2Tx-482000,Rotation angle,17,°
10/22/2019 2:00,VR2Tx-482000,Minimum noise,130,mV
10/22/2019 2:00,VR2Tx-482000,Maximum noise,170,mV
10/22/2019 2:00,VR2Tx-482000,Average noise,150,mV
10/22/2019 2:00,VR2Tx-482000,Minimum temperature,21.3,°C
10/22/2019 2:00,VR2Tx-482000,Maximum temperature,21.3,°C
10/22/2019 2:00,VR2Tx-482000,Average temperature,21.3,°C
10/22/2019 3:00,VR2Tx-482000,Tilt angle,2,°
10/22/2019 3:00,VR2Tx-482000,Rotation angle,15,°
10/22/2019 3:00,VR2Tx-482000,Minimum noise,130,mV
10/22/2019 3:00,VR2Tx-482000,Maximum noise,170,mV
10/22/2019 3:00,VR2Tx-482000,Average noise,150,mV
10/22/2019 3:00,VR2Tx-482000,Minimum temperature,21.3,°C
10/22/2019 3:00,VR2Tx-482000,Maximum temperature,21.3,°C
10/22/2019 3:00,VR2Tx-482000,Average temperature,21.3,°C
10/22/2019 4:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 4:00,VR2Tx-482000,Rotation angle,24,°
10/22/2019 4:00,VR2Tx-482000,Minimum noise,130,mV
10/22/2019 4:00,VR2Tx-482000,Maximum noise,170,mV
10/22/2019 4:00,VR2Tx-482000,Average noise,150,mV
10/22/2019 4:00,VR2Tx-482000,Minimum temperature,21.3,°C
10/22/2019 4:00,VR2Tx-482000,Maximum temperature,21.3,°C
10/22/2019 4:00,VR2Tx-482000,Average temperature,21.3,°C
10/22/2019 5:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 5:00,VR2Tx-482000,Rotation angle,21,°
10/22/2019 5:00,VR2Tx-482000,Minimum noise,130,mV
10/22/2019 5:00,VR2Tx-482000,Maximum noise,180,mV
10/22/2019 5:00,VR2Tx-482000,Average noise,160,mV
10/22/2019 5:00,VR2Tx-482000,Minimum temperature,21.2,°C
10/22/2019 5:00,VR2Tx-482000,Maximum temperature,21.3,°C
10/22/2019 5:00,VR2Tx-482000,Average temperature,21.2,°C
10/22/2019 6:00,VR2Tx-482000,Tilt angle,2,°
10/22/2019 6:00,VR2Tx-482000,Rotation angle,9,°
10/22/2019 6:00,VR2Tx-482000,Minimum noise,140,mV
10/22/2019 6:00,VR2Tx-482000,Maximum noise,160,mV
10/22/2019 6:00,VR2Tx-482000,Average noise,150,mV
10/22/2019 6:00,VR2Tx-482000,Minimum temperature,21.3,°C
10/22/2019 6:00,VR2Tx-482000,Maximum temperature,21.3,°C
10/22/2019 6:00,VR2Tx-482000,Average temperature,21.3,°C
10/22/2019 7:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 7:00,VR2Tx-482000,Rotation angle,9.9,°
10/22/2019 7:00,VR2Tx-482000,Minimum noise,140,mV
10/22/2019 7:00,VR2Tx-482000,Maximum noise,190,mV
10/22/2019 7:00,VR2Tx-482000,Average noise,160,mV
10/22/2019 7:00,VR2Tx-482000,Minimum temperature,21.3,°C
10/22/2019 7:00,VR2Tx-482000,Maximum temperature,21.3,°C
10/22/2019 7:00,VR2Tx-482000,Average temperature,21.3,°C
10/22/2019 8:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 8:00,VR2Tx-482000,Rotation angle,17,°
10/22/2019 8:00,VR2Tx-482000,Minimum noise,130,mV
10/22/2019 8:00,VR2Tx-482000,Maximum noise,170,mV
10/22/2019 8:00,VR2Tx-482000,Average noise,150,mV
10/22/2019 8:00,VR2Tx-482000,Minimum temperature,21.3,°C
10/22/2019 8:00,VR2Tx-482000,Maximum temperature,21.3,°C
10/22/2019 8:00,VR2Tx-482000,Average temperature,21.3,°C
10/22/2019 9:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 9:00,VR2Tx-482000,Rotation angle,13,°
10/22/2019 9:00,VR2Tx-482000,Minimum noise,130,mV
10/22/2019 9:00,VR2Tx-482000,Maximum noise,170,mV
10/22/2019 9:00,VR2Tx-482000,Average noise,150,mV
10/22/2019 9:00,VR2Tx-482000,Minimum temperature,21.4,°C
10/22/2019 9:00,VR2Tx-482000,Maximum temperature,21.4,°C
10/22/2019 9:00,VR2Tx-482000,Average temperature,21.4,°C
10/22/2019 10:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 10:00,VR2Tx-482000,Rotation angle,0,°
10/22/2019 10:00,VR2Tx-482000,Minimum noise,140,mV
10/22/2019 10:00,VR2Tx-482000,Maximum noise,180,mV
10/22/2019 10:00,VR2Tx-482000,Average noise,160,mV
10/22/2019 10:00,VR2Tx-482000,Minimum temperature,21.4,°C
10/22/2019 10:00,VR2Tx-482000,Maximum temperature,21.4,°C
10/22/2019 10:00,VR2Tx-482000,Average temperature,21.4,°C
10/22/2019 11:00,VR2Tx-482000,Tilt angle,0,°
10/22/2019 11:00,VR2Tx-482000,Rotation angle,14,°
10/22/2019 11:00,VR2Tx-482000,Minimum noise,160,mV
10/22/2019 11:00,VR2Tx-482000,Maximum noise,180,mV
10/22/2019 11:00,VR2Tx-482000,Average noise,170,mV
10/22/2019 11:00,VR2Tx-482000,Minimum temperature,21.4,°C
10/22/2019 11:00,VR2Tx-482000,Maximum temperature,21.4,°C
10/22/2019 11:00,VR2Tx-482000,Average temperature,21.4,°C
10/22/2019 12:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 12:00,VR2Tx-482000,Rotation angle,9.9,°
10/22/2019 12:00,VR2Tx-482000,Minimum noise,150,mV
10/22/2019 12:00,VR2Tx-482000,Maximum noise,190,mV
10/22/2019 12:00,VR2Tx-482000,Average noise,160,mV
10/22/2019 12:00,VR2Tx-482000,Minimum temperature,21.4,°C
10/22/2019 12:00,VR2Tx-482000,Maximum temperature,21.5,°C
10/22/2019 12:00,VR2Tx-482000,Average temperature,21.5,°C
10/22/2019 13:00,VR2Tx-482000,Tilt angle,0,°
10/22/2019 13:00,VR2Tx-482000,Rotation angle,16,°
10/22/2019 13:00,VR2Tx-482000,Minimum noise,130,mV
10/22/2019 13:00,VR2Tx-482000,Maximum noise,170,mV
10/22/2019 13:00,VR2Tx-482000,Average noise,160,mV
10/22/2019 13:00,VR2Tx-482000,Minimum temperature,21.5,°C
10/22/2019 13:00,VR2Tx-482000,Maximum temperature,21.5,°C
10/22/2019 13:00,VR2Tx-482000,Average temperature,21.5,°C
10/22/2019 14:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 14:00,VR2Tx-482000,Rotation angle,17,°
10/22/2019 14:00,VR2Tx-482000,Minimum noise,140,mV
10/22/2019 14:00,VR2Tx-482000,Maximum noise,180,mV
10/22/2019 14:00,VR2Tx-482000,Average noise,160,mV
10/22/2019 14:00,VR2Tx-482000,Minimum temperature,21.5,°C
10/22/2019 14:00,VR2Tx-482000,Maximum temperature,21.5,°C
10/22/2019 14:00,VR2Tx-482000,Average temperature,21.5,°C
10/22/2019 15:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 15:00,VR2Tx-482000,Rotation angle,21,°
10/22/2019 15:00,VR2Tx-482000,Minimum noise,130,mV
10/22/2019 15:00,VR2Tx-482000,Maximum noise,170,mV
10/22/2019 15:00,VR2Tx-482000,Average noise,160,mV
10/22/2019 15:00,VR2Tx-482000,Minimum temperature,21.5,°C
10/22/2019 15:00,VR2Tx-482000,Maximum temperature,21.5,°C
10/22/2019 15:00,VR2Tx-482000,Average temperature,21.5,°C
10/22/2019 16:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 16:00,VR2Tx-482000,Rotation angle,9.9,°
10/22/2019 16:00,VR2Tx-482000,Minimum noise,120,mV
10/22/2019 16:00,VR2Tx-482000,Maximum noise,170,mV
10/22/2019 16:00,VR2Tx-482000,Average noise,150,mV
10/22/2019 16:00,VR2Tx-482000,Minimum temperature,21.5,°C
10/22/2019 16:00,VR2Tx-482000,Maximum temperature,21.5,°C
10/22/2019 16:00,VR2Tx-482000,Average temperature,21.5,°C
10/22/2019 17:00,VR2Tx-482000,Tilt angle,0,°
10/22/2019 17:00,VR2Tx-482000,Rotation angle,7,°
10/22/2019 17:00,VR2Tx-482000,Minimum noise,140,mV
10/22/2019 17:00,VR2Tx-482000,Maximum noise,180,mV
10/22/2019 17:00,VR2Tx-482000,Average noise,160,mV
10/22/2019 17:00,VR2Tx-482000,Minimum temperature,21.5,°C
10/22/2019 17:00,VR2Tx-482000,Maximum temperature,21.5,°C
10/22/2019 17:00,VR2Tx-482000,Average temperature,21.5,°C
10/22/2019 18:00,VR2Tx-482000,Tilt angle,1,°
10/22/2019 18:00,VR2Tx-482000,Rotation angle,27,°
10/22/2019 18:00,VR2Tx-482000,Minimum noise,150,mV
10/22/2019 18:00,VR2Tx-482000,Maximum noise,280,mV
10/22/2019 18:00,VR2Tx-482000,Average noise,210,mV
10/22/2019 18:00,VR2Tx-482000,Minimum temperature,21.5,°C
10/22/2019 18:00,VR2Tx-482000,Maximum temperature,21.6,°C
10/22/2019 18:00,VR2Tx-482000,Average temperature,21.6,°C
10/22/2019 19:00,VR2Tx-482000,Tilt angle,0,°
10/22/2019 19:00,VR2Tx-482000,Rotation angle,16,°
10/22/2019 19:00,VR2Tx-482000,Minimum noise,220,mV
10/22/2019 19:00,VR2Tx-482000,Maximum noise,270,mV
10/22/2019 19:00,VR2Tx-482000,Average noise,240,mV
10/22/2019 19:00,VR2Tx-482000,Minimum temperature,21.6,°C
10/22/2019 19:00,VR2Tx-482000,Maximum temperature,21.7,°C
10/22/2019 19:00,VR2Tx-482000,Average temperature,21.7,°C
10/22/2019 20:00,VR2Tx-482000,Tilt angle,0,°
10/22/2019 20:00,VR2Tx-482000,Rotation angle,14,°
10/22/2019 20:00,VR2Tx-482000,Minimum noise,200,mV
10/22/2019 20:00,VR2Tx-482000,Maximum noise,240,mV
10/22/2019 20:00,VR2Tx-482000,Average noise,220,mV
10/22/2019 20:00,VR2Tx-482000,Minimum temperature,21.7,°C
10/22/2019 20:00,VR2Tx-482000,Maximum temperature,21.8,°C
10/22/2019 20:00,VR2Tx-482000,Average temperature,21.8,°C
10/22/2019 21:00,VR2Tx-482000,Tilt angle,2,°
10/22/2019 21:00,VR2Tx-482000,Rotation angle,9,°
10/22/2019 21:00,VR2Tx-482000,Minimum noise,150,mV
10/22/2019 21:00,VR2Tx-482000,Maximum noise,260,mV
